company_searched,gtr_org_name,gtr_org_id,role,project_title,project_id,funder,grant_category,status,grant_value,lead_org,start_date,end_date,abstract
BP,BP,89584B12-8A5B-4406-A71E-34C2190CE7D4,Project Partner,MULTIPHASE FLOW IN VERTICAL AND DEVIATED PIPES,AD6D04A2-7CF6-4C1B-9491-B60137F95ED7,EPSRC,Research Grant,Closed,214858,CRANFIELD UNIVERSITY,2008-04-30,2011-04-29,"This proposal addresses the vital issue of prediction of multiphase flows in large diameter risers in off-shore hydrocarbon recovery. The riser is essentially a vertical or near-vertical pipe connecting the sea-bed collection pipe network (the flowlines) to a sea-surface installation, typically a floating receiving and processing vessel. In the early years of oil and gas exploration and production, the oil and gas companies selected the largest and most accessible off-shore fields to develop fir"
BP,BP,89584B12-8A5B-4406-A71E-34C2190CE7D4,Project Partner,MULTIPHASE FLOW IN VERTICAL AND DEVIATED PIPES,2AE40117-5176-4BFD-BF2B-C55E97E742BF,EPSRC,Research Grant,Closed,235485,Imperial College London,2008-05-31,2011-05-30,"This proposal addresses the vital issue of prediction of multiphase flows in large diameter risers in off-shore hydrocarbon recovery. The riser is essentially a vertical or near-vertical pipe connecting the sea-bed collection pipe network (the flowlines) to a sea-surface installation, typically a floating receiving and processing vessel. In the early years of oil and gas exploration and production, the oil and gas companies selected the largest and most accessible off-shore fields to develop fir"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Development of a strategic framework for the comparative assessment of pipeline decommissioning options: optimising environment and fishing interests,3DCDFCEE-7F40-4BDF-96AD-1A4B5208437C,NERC,Research Grant,Closed,119805,Scottish Association For Marine Science,2017-02-14,2018-08-12,"Background
As part of the exploitation of UK Continental Shelf (UKCS) oil and gas (O&amp;G), more than 27,000 km of pipelines have been installed since the 1960s. To date, only 2% have been decommissioned and there has been little research on the consequences of decommissioning to other industries and the environment [1]. Over the next 6-8 years, approximately 5,600 km of pipelines will require decommissioning on the UKCS [2]. Pipeline decommissioning is considered on a case-by-case basis, by th"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Multiphase velocity profile measurement using induced electromagnetic sensor array,625FE810-E952-4152-89C5-1C1836899C3F,EPSRC,Research Grant,Closed,110620,Newcastle University,2007-08-29,2009-02-27,"This project is to undertake a feasibility study using AC and pulsed electromagnetic fields to induce voltages for measuring the continuous phase velocity profile in multiphase flows where the continuous phase is an electrical conductor and the dispersed phase(s) has relatively low electrical conductivity. It is envisioned that such a device could ultimately be used, for example, in conjunction with a dual-plane Electrical Resistance Tomography (ERT) system to enable velocity profile measurement"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,ORCA Stream B - Towards Resident Robots,5805A445-202F-4787-B170-203EB70F40CF,ISCF,Research Grant,Closed,1915361,Heriot-Watt University,2021-03-31,2022-03-30,"The international offshore energy industry is undergoing as revolution, adopting aggressive net-zero objectives and shifting rapidly towards large scale offshore wind energy production. This revolution cannot be done using 'business as usual' approaches in a competitive market with low margins. Further, the offshore workforce is ageing as new generations of suitable graduates prefer not to work in hazardous places offshore. Operators therefore seek more cost effective, safe methods and business "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Industrial Decarbonisation Research and Innovation Centre (IDRIC),52203FC4-7F96-4368-96A7-21F755DE1849,ISCF,Research Grant,Closed,19903411,Heriot-Watt University,2021-03-31,2024-05-30,"The decarbonisation of industrial clusters is of critical importance to the UK's ambitions of cutting greenhouse gas emissions to net zero by 2050. The UK Industrial Decarbonisation Challenge (IDC) of the Industrial Strategy Challenge Fund (ISCF) aims to establish the world's first net-zero carbon industrial cluster by 2040 and at least one low-carbon cluster by 2030. 

The Industrial Decarbonisation Research and Innovation Centre (IDRIC) has been formed to support this Challenge through funding"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Supergen Bioenergy Impact Hub 2023,C942B4BA-D8F7-4103-BCAB-2358F8E87FF9,EPSRC,Research Grant,Active,5295844,Aston University,2023-11-01,2027-10-30,"The Supergen Bioenergy Hub will bring together academic, industrial an policy stakeholders to focus on sustaianable bioenergy systems. It will adopt an interdisciplinary approach focused on key innovation stages. Research at UK universities will generate new knowledge and insights in sustainable bioenergy, while incubating UK science to deliver its commerical potential and working with researchers to ensure their knowledge is diffused across the innovation community for wider benefit. 
This will"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,UK Robotics and Artificial Intelligence Hub for Offshore Energy Asset Integrity Management,6AE9C598-E91F-4B12-8CD7-275979310530,ISCF,Research Grant,Closed,15223234,Heriot-Watt University,2017-10-01,2022-03-30,"The international offshore energy industry currently faces the triple challenges of an oil price expected to remain less than $50 a barrel, significant expensive decommissioning commitments of old infrastructure (especially North Sea) and small margins on the traded commodity price per KWh of offshore renewable energy. Further, the offshore workforce is ageing as new generations of suitable graduates prefer not to work in hazardous places offshore. Operators therefore seek more cost effective, s"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,One Bin to Rule Them All,B9ACB0EC-1924-421A-9106-28630266C7E2,ISCF,Research Grant,Closed,900208,University of Manchester,2020-11-01,2024-04-29,"One Bin to Rule Them All is an innovative, interdisciplinary research project focused on developing a streamlined standard for plastics recycling which can be rolled out across UK homes, businesses and urban infrastructures. Working with stakeholders from across the plastics supply chain, including manufacturers, retailers and consumers, the project prioritises the value in plastic waste materials to ensure more effective and efficient pathways for recycling. Thus, reducing overall plastic waste"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,"Development of a low cost, lightweight imaging FTIR to detect and differentiate between biogenically and thermogenically derived hydrocarbon gas.",0C19C766-FAA0-4323-BC52-290A2227CC45,NERC,Research Grant,Closed,39372,University of Hull,2014-03-31,2015-12-31,"The detection and quantification of methane gas emissions is a critical component of a wide range of environmental science processes and applications. Acquisition of sampling datasets with the essential spatial and temporal resolution and detection sensitivity to address the requirements of the key science questions, climate models and commercial users is a significant environmental challenge and poses a critical market need. A diverse range of researchers, interest groups, commercial and regula"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Improving reservoir management,C75C6353-6239-4286-81A3-2EB122DF9A99,NERC,Research Grant,Closed,415769,University of Cambridge,2015-12-01,2019-03-31,"Existing methods (seismic and electromagnetic) suffer from serious limitations in their ability to provide continuous, low cost data that can be interpreted to determine water location, volume, and movement throughout a reservoir. Seismic surveys typically require a surface generated signal for deep reservoir phase definition which is costly and in some cases difficult or impossible to obtain. Also, time based (4D) seismic must image phases (to contrast gas versus water acoustic velocity) and do"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,"Development of a low cost, field portable, Imaging Fourier Transform Interferometer for gas leak detection in the Petrochemical industry",B993F1AF-DA41-4850-B802-306C0CD185C2,STFC,Research Grant,Closed,89275,University of Hull,2013-04-30,2016-04-29,"The Petrochemical Industry is very important to the United Kingdom both as a major employer and exporter. Petrochemical
facilities extend over very large areas and have extensive, complex infrastructure to transport and store chemicals and gases
under high temperatures and pressures. The health and saftey of the workers and of nearby residents is of paramount
importance and companies such as BP extend considerable effort and spend very large sums of money to ensure that their
petrochemical facil"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Innovation and Knowledge Centre for Smart Infrastructure and Construction - Collaborative Programme Tranche 1,2B0DF34C-05FC-4EF7-BE5D-331B3A8AA4EC,EPSRC,Research Grant,Closed,2311584,University of Cambridge,2012-09-27,2016-09-26,"Infrastructure represents a large part of the UK's asset base, and its efficient management and maintenance are vital to the economy and society. The application of emerging technologies to advanced health monitoring of existing critical infrastructure assets can help to better quantify and define the extent of ageing and the consequent remaining design life of infrastructure, thereby reducing the risk of failure. Emerging technologies also have the potential to transform the industry through a "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Automation of Marine Growth Analysis for Decommissioning Offshore Installations,74318767-DAA1-41C6-A86A-03376D58EB26,NERC,Research Grant,Closed,71349,University of Aberdeen,2016-04-30,2017-08-14,"Permanent offshore structures form artificial reefs which provide attachment and settlement sites for marine organisms. In the UK, some of the oldest platforms have been in the water for over 40 years and have considerable colonisation of marine organisms. Marine Growth organisms generally include seaweeds, soft corals and mussels in the areas where light penetrates(photic zone) as well as anemones, hydroids and cold-water corals on the deeper sections of the platforms. 

One of the first marine"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Preventing Surface Degradation in Demanding Environments,7C22F58B-2EC7-458B-A9FE-055357CA7043,UUI,Research Grant,Closed,2563468,University of Manchester,2017-11-01,2023-10-31,"Surface degradation processes, such as corrosion and wear have very significant societal, economic and safety implications. These degradation processes impact a large number of industrial sectors including, transport (marine &amp; automotive), aerospace, nuclear, oil and gas and their respective supply chains. Corrosion alone costs industry globally $2 trillion each year, of which &pound;55 billion per annum is the cost to the UK and $1.37 billion per year the cost to the global Oil &amp; Gas se"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Refinement of Engine in-cycle losses of Parasitic and Errant Dynamic Nature (Encyclopaedic),07AD4A58-37AA-4D16-B586-0720C9A51B45,EPSRC,Research Grant,Closed,1173095,Loughborough University,2009-04-21,2013-04-20,"The automotive industry in the UK remains one of the key strategic sectors in the overall national R&amp;D footprint, employing some 160,000 people (38000 in motor sport) [1]. The UK is home to a number of global OEMs representing the largest inward investment in the country's R&amp;D through the establishment of significant technical centres. Influenced by the stringent emission mandates (Euro 4: Directive 98/70/EC and amendment: 70/220/EEC) and noise pollution targets (EU:DIRECTIVE 70/157/EEC "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Monolithic Silicon Photonics Interferometer for Ultra-sensitive MEMS Sensors,09DAACB1-6109-4047-B92F-0D9C18D176F9,STFC,Research Grant,Closed,49524,University of Glasgow,2014-11-01,2015-10-31,"Interferometers are devices which can provide accurate position measurements. They work by comparing the distance travelled by light in two (typically) perpendicular arms. When the light from the two beams is combined and interfered, the change in intensity can be compared to a fraction of the wavelength of light. If both light waves are in-phase the light output is a maximum, while if the light waves are out of phase the intensity will be zero. 
This project will develop a miniaturised on-chip "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,GCRF African Science for Weather Information and Forecasting Techniques (African SWIFT),36FA3638-CBC7-4E72-B54C-0EDC775847E6,NERC,Research Grant,Closed,7971410,University of Leeds,2017-09-30,2022-03-30,The GCRF African Science for Weather Information and Forecasting Techniques (GCRF African-SWIFT) programme aims to develop a sustainable research capability in tropical weather forecasting which will enhance the livelihood of African populations and improve the economies of their countries. Improved forecasts will address key aspects of the UK Aid strategy. The results will be translatable beyond the partner countries to other nations of Africa and the developing world more widely. In order to i
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Towards a deeper understanding of catalytic activity in supported precious metal catalysts,2EA70123-46D1-407A-B043-145624AFDCB4,EPSRC,Fellowship,Closed,1120081,UNIVERSITY COLLEGE LONDON,2013-02-11,2018-02-10,"Supported heterogeneous catalysts comprising nano-sized metals/metal oxides such as Cr, Ni, Co, Au, Pd, Pt and Ag dispersed on an oxide support (i.e. SiO2/Al2O3), play a central role in an industry estimated to be worth ca. 1500 billion $US/annum. They are the principle protagonists in the conversion of fractions from natural oil and gas to produce, via core catalytic processes (i.e. polymerisation, isomerisation, reduction and oxidation), a wide variety of chemicals for everyday use. A combinat"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,SUB-MHZ ULTRASONIC INSPECTION,ED05BBA1-B26A-4A24-B35B-4054F5802E6E,EPSRC,Research Grant,Closed,261935,University of Warwick,2013-07-31,2016-12-31,"This proposal is associated with the targeted research programme of the UK Research Centre for NDE (RCNDE), an EPSRC-supported research centre. It is clear from discussions held with both academics and industrial members within RCNDE that the ultrasonic inspection of highly scattering/attenuating materials is still a large problem that needs to be addressed. The particular materials in question - such as thermal insulation materials, refractory linings, rubbers and thick sections of glass fibre "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,University of Manchester Experimental Equipment Call,443D9286-FAFF-4B89-843E-4FACBCB98ACD,EPSRC,Research Grant,Closed,1028239,University of Manchester,2015-03-31,2016-06-29,"We request support for seven equipment bundles which have been identified as strategically important against the University of Manchester priorities in Advanced Materials, Energy, Physical Sciences and Industrial Biotechnology. They represent a diverse range of research activities which cut across both the EPSRC remit in health, energy, transport, environment, food, communication and consumer products, as well as scientific themes within the Emerging Technologies and Industry Strategy announced "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Sustainable Catalysis for Clean Growth,9C8ED6EA-F254-4DE1-8205-50C29BCFA0C0,EPSRC,Research Grant,Active,2777811,CARDIFF UNIVERSITY,2021-11-01,2026-10-31,"Catalysis is the process of speeding up a chemical reaction by action of a catalyst, a substance that triggers this acceleration without itself being used up. This ability to efficiently convert one substance into another is hugely important to the economy and society; it serves both to add value to simple chemical building blocks by increasing complexity (for example, converting gas and oil fractions into products ranging from fuels and solvents to materials and pharmaceutical products) and to "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,A MULTIDISCIPLINARY PLATFORM FOR FUTURE TRIBOLOGICAL MODELLING,EC1CD84C-49FE-490D-BF63-4F5B24F8A933,EPSRC,Fellowship,Closed,1205325,Imperial College London,2016-05-31,2021-12-31,"Almost all engineering systems and many biological ones contain components that are loaded and rub against one another, such as gears and bearings in machines and hip and knee joints in humans. This rubbing results both in friction, that wastes energy, and in wear and other forms of surface damage that lead to machine (and human) downtime, and the need for expensive repair and replacement. This whole field of research is called Tribology and is pivotal both in the quest for sustainability, inclu"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,NERC Oil &amp; Gas Knowledge Exchange (Directed) Fellowhip,DD4B7356-792D-4BAA-9F6C-5C42759ECA7D,NERC,Fellowship,Closed,221586,Heriot-Watt University,2014-10-19,2016-04-27,"The Fellow will work at the interface of academic research and industry, and be responsible for exploring, mapping and cross-linking relevant environmental data sets from both sectors. A key aspect of the Fellowship will be to chart the possibilities, scope and limitations of a wide portfolio of environmental data resources from industry, academic research and the wider environmental community. 
For the last three decades, EU environmental policies have focused on determining adverse and undesir"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,A New Non-Contact Swelling Meter for Assessing Early Stage Shale Hydration: Market and Capability Assessment,89C136EE-0F1D-404A-A19F-3D243132A6C9,NERC,Research Grant,Closed,12486,Durham University,2017-06-30,2017-09-29,"1. TO UNDERTAKE MARKET RESEARCH TO MAKE INFORMED ASSESSMENTS OF THE PRODUCT &amp; SERVICES 
This involves engaging with end-users within the known market sector of oil &amp; gas: BP and Chevron have agreed to supply samples (reservoir cores) to test the performance of the new device against well characterised samples; M-I SWACO have already expressed interest and Saudi Aramco will be approached via existing contacts. The stakeholders will primarily be approached for assistance in developing and "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,NERC Oil &amp; Gas Knowledge Exchange (Directed) Fellowhip,A0541D3E-9726-4AB0-A094-3D9971D7B638,NERC,Fellowship,Closed,117492,University of Aberdeen,2016-04-28,2022-04-29,"The Fellow will work at the interface of academic research and industry, and be responsible for exploring, mapping and cross-linking relevant environmental data sets from both sectors. A key aspect of the Fellowship will be to chart the possibilities, scope and limitations of a wide portfolio of environmental data resources from industry, academic research and the wider environmental community. 
For the last three decades, EU environmental policies have focused on determining adverse and undesir"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Expansion of the Guerbet Reaction Towards Group 7 Metal Catalysts and Triglyceride Substrates,7EBCBAE7-CE3F-4991-A50D-402525068A72,EPSRC,Studentship,Closed,,CARDIFF UNIVERSITY,2017-09-30,2021-09-29,"The project will explore (i) the selective trimerization and tetramerization of alpha-olefins and (ii) the chain growth of C4+ alcohols using so-called Guerbert or hydrogen-borrowing chemistry. The programme will be discovery orientated and will make use of ligand libraries used in other BP funded projects in the Wass group for the selective coupling of ethanol, ethanol/methanol and C1 units to alcohols and diols."
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Flexible Responsive Systems in Wave Energy: FlexWave,6E6982D2-BF9E-420D-8A26-45AB888BA377,EPSRC,Research Grant,Closed,673385,University of Plymouth,2021-08-11,2025-01-11,"Wave energy convertors (WECs) offer opportunities for niche (powering aquaculture and offshore stations) and grid-scale applications. However, disruptive innovation is essential to unlock the potential of wave energy, achieve step change reduction in cost of energy, and prove competitiveness against other renewable energy options. Here we investigate the opportunity to transform the development of WEC systems by utilising intelligent design concepts that exploit novel use of deformable materials"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,OILSPORE,715353EF-5DA4-4856-B628-609EB8872E8A,NERC,Research Grant,Closed,445372,Newcastle University,2012-08-31,2016-02-28,"Microorganisms are the most abundant life forms on Earth. It is estimated that there are around 10 thousand, billion, billion, billion individual organisms belonging to two main microbial groups (the bacteria and archaea). This is 1 million times more than the estimated number of stars in the known Universe. It is believed that most of this vast population is found in deep sediments far below the ground and the sea floor. It is easy to think that this huge repository of buried biological (microb"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Exploiting NERC-funded research to beneficially impact upstream workflows in the petroleum industry,5B06C8CD-7C97-4FDD-A924-637A715D992F,NERC,Fellowship,Closed,232996,University of Leeds,2011-03-01,2014-02-28,"Exploiting NERC-funded research to beneficially impact upstream workflows in the petroleum industry. Significant economic impacts can derive from effective KE, through immediate application of knowledge, and also by enabling end-users to make their own connections between information, knowledge and application. This proposal aims to increase the impact of NERC-funded science from within the University of Leeds in a two-way exchange with industrial partners, through:
1) Executive Directorship of "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Improving Interpretation Outcomes: quantifying biases and designing workflows for better seismic interpretation,1C66FCD6-2CA1-438B-8032-71BD5F5062CE,NERC,Research Grant,Closed,93214,University of Aberdeen,2015-03-01,2016-05-19,"Development of geological models of the sub-surface relies on the interpretation of largely remotely sensed data. We propose a program of knowledge exchange that shares existing information and trials new methods for determining the impact of human biases, anchoring and confidence, on the interpretation of data used to build geological models. From this knowledge exchange and creation we will create and promote optimal workflows for interpretation that minimize risk in the oil and gas industry f"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Crude oil oxidation without an electron acceptor; syntrophic hydrocarbon degrading microbes work together to 'crack' a tough problem.,73593B49-E8E7-4368-9732-80D2E9DC943D,NERC,Research Grant,Closed,435285,Newcastle University,2007-07-31,2011-04-29,"If you were asked which countries have the most oil, you would undoubtedly answer with the name of one of the large oil-producing countries in the Middle East such as Saudi Arabia or Kuwait. Although these countries do have vast oil reserves (Saudi Arabia's Ghawar oil field alone, is estimated to contain in excess of 260 billion barrels) they are not actually the largest oil deposits on Earth. This honour is held by the gigantic petroleum deposits in Western Canada (Athabasca tar sands) and Vene"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Modelling of Solid State Absorption of Contaminants from Fluids,7C93AAA3-A1F7-4EE9-BFA1-89C53A73E6D9,EPSRC,Studentship,Closed,,Lancaster University,2015-09-30,2019-09-29,"The student will undertake training in classical molecular dynamics and density functional theory. He will apply these techniques to the modelling of absorption of selected contaminants onto porous solid polymer and flow patterns of fluid over and through the polymer to determine optimal polymer configuration to achieve maximum absorption. The likely area of the project will be in the removal of contaminants from fluids, including water purification and gas absorption"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Functional Polyesters from Renewable Monomers Through a New Reaction Mechanism,18379644-0EEC-42E3-8047-93DEEE2B6B26,EPSRC,Research Grant,Closed,497593,University of Edinburgh,2017-07-31,2018-12-30,"The polymer industry is intimately involved in every aspect of our lives, producing commodity plastics, modern electronics, biomedical materials, and much more. However, the vast majority of these polymers are derived from petroleum resources, creating both economic uncertainty and environmental risk. Biodegradable polyesters like poly(lactic acid) have provided one of the most promising solutions to this challenge, building plastics from renewable resources through a catalysed polymerisation re"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Improving marine growth estimates using 3D photogrammetry,B905D25B-E8A3-4C85-80BC-992AC7B73EBB,NERC,Research Grant,Closed,82180,Scottish Association For Marine Science,2018-01-01,2019-03-31,"Offshore infrastructure, including oil and gas and renewables installations, are rapidly colonised by a diverse range of animals and plants (seaweeds), here referred to as 'marine growth'. The nature and extent of marine growth has both engineering and ecological consequences for the performance and integrity of offshore infrastructure. From an engineering perspective, marine growth changes critical structure characteristics affecting performance at both the operational (e.g. drag and loading fo"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Diagenesis and reservoir potential of continental carbonates: Cretaceous of the South Atlantic rift,67217E20-127A-4423-955D-9B6026BA13F3,NERC,Studentship,Closed,,University of Manchester,2017-09-30,2021-12-30,"The project focuses on the diagenetic and pore network evolution of continental carbonates in Angola, combined with a characterization of diagenetic fluid chemistry and timing of fluid flow. By integrating data from outcrops and offshore reservoirs with the tectonostratigraphic context and paleoenvironmental position in the rift, the study will constrain the regional depositional, diagenetic and tectonic controls on reservoir quality. The regional view is possible through access to a large onsho"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,The Effects of Multiple Spark Discharges and Future Fuels during Hybrid SI-CAI Combustion,7E75044F-9734-493D-9E76-A2C0D233FDBD,EPSRC,Research Grant,Closed,99643,Brunel University London,2011-09-30,2012-12-31,This study is aimed at understanding the effects of multiple spark discharges on spark-assisted Controlled Auto Ignition when used together with future renewable fuels. The general aim of the work is to overcome some of the control issues of CAI and potentially further widen the CAI operating map so as to allow practical use on future automotive spark ignition engines (used either alone or within an electric hybrid powertrain). The project will involve fundamental study of such combustion modes 
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Applying NERC-funded biodiversity research to improve corporate biodiversity strategies,D5C9C6F7-C82D-4B86-890C-A83CB16E64BA,NERC,Fellowship,Closed,176968,,2016-01-11,2019-08-30,"Government and businesses in the UK and worldwide are in urgent need of advice based on cutting-edge research, to help them operationalise the 'no net loss (NNL) of biodiversity' principle: where biodiversity losses should be mitigated where possible, with residual losses balanced with a biodiversity gain to ensure overall NNL. This principle is increasingly required under legislation worldwide, and many companies have committed to voluntary biodiversity protection through mechanisms such as NNL"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,National Biofilms Innovation Centre,D30717A8-A11B-41C0-9215-749E0D804DC6,BBSRC,Research Grant,Closed,12801513,University of Southampton,2017-12-01,2022-11-30,"The University of Southampton will receive the award on behalf of the lead institutions of the NBIC consortium (University of Southampton, University of Liverpool, University of Nottingham and the University of Edinburgh). The University of Southampton will also be responsible for the disbursement of funds to the lead institutions of the NBIC consortium. The Grant Holder will be Jeremy Webb (Principle Investigator, Corresponding) on behalf of the NBIC Consortium lead investigators Jeremy Webb (S"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Advanced fuel and propulsion technologies for low-carbon future transport,B96FBF75-E1F5-4902-AD58-790D41B1F149,UKRI FLF,Fellowship,Closed,1132005,Brunel University London,2020-12-01,2025-06-29,"More than 80% of world energy today is provided by thermal power systems through combustion of fossil fuels. Because of their higher energy density and the extensive infrastructure for their supply, liquid fuels will remain the dominant energy source for transport for at least next few decades according to 2019 BP Energy Outlook report. In order to decarbonise the transport sector, the Intergovernmental Panel on Climate Change highlights the important role that biofuels and other alternative fue"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Reservoir quality database (for enhanced prediction and risk reduction),316E8BDA-7A58-4BA7-AB20-7EF63853757B,NERC,Research Grant,Closed,71389,University of Liverpool,2015-03-01,2016-08-30,"As we explore for deeper and hotter oil and gas reservoirs, the quality (porosity and permeability) of the host reservoir rock becomes ever more critical, since burial and heating typically lead to extreme degrees of compaction and mineral cement growth (these are collectively known as diagenesis). There is no universal way of predicting sandstone reservoir quality, especially in high-pressure and high-temperature settings, so that this aspect of oil and gas exploration is becoming increasingly "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,"Decarbonising Transport through Electrification, a Whole System Approach (DTE)",B6F7A404-B1A3-46B0-8FFF-88C1C159E0CB,EPSRC,Research Grant,Closed,915857,CARDIFF UNIVERSITY,2019-08-31,2023-12-31,"The proposed multidisciplinary network for Decarbonizing Transport through Electrification (DTE) will bring together research expertise to address the challenges of interactions between energy networks, future electric vehicle charging infrastructure ( including roadside wireless charging, the shift to autonomous vehicles), electric and hybrid aircraft and electrification of the rail network. The DTE network will bring together industry, academia and the public sector to identify the challenges "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,CSIC Innovation and Knowledge Centre Phase 2,372597B7-2776-4528-90AD-AAC514E99CCA,EPSRC,Research Grant,Closed,3163719,University of Cambridge,2016-06-23,2024-12-24,"Globally, national infrastructure is facing significant challenges:
- Ageing assets: Much of the UK's existing infrastructure is old and no longer fit for purpose. In its State of the Nation Infrastructure 2014 report the Institution of Civil Engineers stated that none of the sectors analysed were &quot;fit for the future&quot; and only one sector was &quot;adequate for now&quot;. The need to future-proof existing and new infrastructure is of paramount importance and has become a constant theme "
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Enabling green ammonia as future transport fuel,F5D07A18-82A7-4148-9BB8-AAECB67C1488,EPSRC,Research Grant,Closed,257454,Brunel University London,2022-09-30,2025-03-30,"Ammonia, a highly hydrogenated molecule, has been identified as an important means to support a transition to hydrogen economy, as it can be used to store and distribute hydrogen easily because of the already existing infrastructure for transport and storage of ammonia. If hydrogen is to be extracted from ammonia at the point of use, the thermo-catalysis of ammonia back to hydrogen requires a high amount of energy. Preferably ammonia is used directly as a carbon-free liquid fuel for combustion e"
British Petroleum,BP (British Petroleum),FDDB8DA8-0A27-466C-8DE9-8CEB51BD4BFD,Collaborator,Real-time digital optimisation and decision making for energy and transport systems,4D0BD62B-0A5E-423E-A9CE-B49AEA1CABBC,EPSRC,Research Grant,Closed,265915,,2023-04-30,2025-03-30,"Abstracts are not currently available in GtR for all funded research. This is normally because the abstract was not required at the time of proposal submission, but may be because it included sensitive information such as personal details."
